handle,problem,rating
shyamprasannacj,Captain Flint and Crew Recruitment,1
shyamprasannacj,LCM Problem,1
uyraq20001,Lucky Numbers,1
uyraq20001,Remove One Element,1
uyraq20001,Fridge Lockers,1
uyraq20001,Personalized Cup,1
uyraq20001,Familiar Operations,1
code_bomb,Min Cost String,1
code_bomb,3-Coloring,1
code_bomb,Balance the Bits,1
code_bomb,Weights Division (easy version),1
code_bomb,Dr. Evil Underscores,1
code_bomb,World of Darkraft: Battle for Azathoth,1
code_bomb,Kill Anton,1
code_bomb,Prefixes and Suffixes,1
code_bomb,The Fair Nut and the Best Path,1
code_bomb,505,1
code_bomb,Slime,1
code_bomb,Monitor,1
code_bomb,Path Queries,1
code_bomb,Vitya and Strange Lesson,1
code_bomb,Planet Lapituletti,1
code_bomb,GCD of an Array,1
code_bomb,Dogeforces,1
code_bomb,Pekora and Trampoline,1
code_bomb,Minimal Cost,1
code_bomb,Make Them Equal,1
code_bomb,XOR Inverse,1
code_bomb,String Coloring (hard version),1
code_bomb,Minimum Ties,1
code_bomb,Cat Cycle,1
code_bomb,Rescue Nibel!,1
code_bomb,The Hard Work of Paparazzi,1
code_bomb,XOR-pyramid,1
code_bomb,Peaceful Rooks,1
code_bomb,Copying Data,1
code_bomb,Turn Off The TV,1
code_bomb,Nezzar and Lucky Number,1
code_bomb,Nezzar and Colorful Balls,1
code_bomb,Strange Beauty,1
code_bomb,Sereja and Brackets,1
code_bomb,Rating Compression,1
code_bomb,No More Inversions,1
code_bomb,Glass Half Spilled,1
code_bomb,Apollo versus Pan,1
code_bomb,Hills And Valleys,1
code_bomb,Wizard of Orz,1
code_bomb,Power Products,1
code_bomb,Strange Definition,1
code_bomb,Correct Placement,1
code_bomb,Fair Division,1
code_bomb,Firecrackers,1
code_bomb,Road Reform,1
code_bomb,Bitwise Queries (Hard Version),1
code_bomb,Bitwise Queries (Easy Version),1
code_bomb,Number of Simple Paths,1
code_bomb,13th Labour of Heracles,1
code_bomb,Array Partition,1
code_bomb,Ceil Divisions,1
code_bomb,Red and Blue,1
code_bomb,Regular Bracket Sequence,1
code_bomb,Last Year's Substring,1
code_bomb,Unique Number,1
code_bomb,Row GCD,1
code_bomb,Close Tuples (easy version),1
code_bomb,Close Tuples (hard version),1
code_bomb,Pairs,1
code_bomb,Find The Array,1
code_bomb,Move and Turn,1
code_bomb,Red-Blue Shuffle,1
code_bomb,SUM and REPLACE,1
code_bomb,Xenia and Bit Operations,1
code_bomb,Solve The Maze,1
code_bomb,Matrix Game,1
code_bomb,Chocolate Bunny,1
code_bomb,Unmerge,1
code_bomb,Spy Syndrome 2,1
code_bomb,Dense Subsequence,1
code_bomb,Boboniu Chats with Du,1
code_bomb,ZgukistringZ,1
code_bomb,Zigzags,1
code_bomb,Omkar and Bed Wars,1
code_bomb,Fountains,1
code_bomb,Maximum Distributed Tree,1
code_bomb,Code For 1,1
code_bomb,Colored Rectangles,1
code_bomb,Buses,1
code_bomb,Average Superhero Gang Power ,1
code_bomb,4-point polyline,1
code_bomb,Concatenated Multiples,1
code_bomb,Epidemic in Monstropolis,1
code_bomb,Xenia and Weights,1
code_bomb,Captain Flint and Crew Recruitment,1
code_bomb,Array Walk,1
code_bomb,LCM Problem,1
code_bomb,Bear and Three Musketeers,1
code_bomb,Maximize!,1
code_bomb,Kuro and Walking Route,1
code_bomb,Liebig's Barrels,1
code_bomb,String Transformation 1,1
code_bomb,Common Prefixes,1
code_bomb,Prefix Flip (Easy Version),1
code_bomb,Choosing flowers,1
code_bomb,Dubious Cyrpto,1
code_bomb,Acacius and String,1
code_bomb,a-Good String,1
code_bomb,Omkar and Baseball,1
code_bomb,Clear Symmetry,1
code_bomb,Connected Component on a Chessboard,1
code_bomb,Bash and a Tough Math Puzzle,1
code_bomb,Land Lot,1
code_bomb,Rock-paper-scissors,1
code_bomb,Element Extermination,1
code_bomb,Neighbor Grid,1
code_bomb,Divide by Three,1
code_bomb,A Game with Traps,1
code_bomb,Vasya and Triangle,1
code_bomb,Reading Books (easy version),1
code_bomb,Grid-00100,1
code_bomb,A Cookie for You,1
code_bomb,Magical Calendar,1
code_bomb,Sereja ans Anagrams,1
code_bomb,Little Elephant and Array,1
code_bomb,"Multiply by 2, divide by 6",1
code_bomb,Digits Sequence (Hard Edition),1
code_bomb,Recover it!,1
code_bomb,Maximum Sum on Even Positions,1
code_bomb,01 Game,1
code_bomb,Donut Shops,1
code_bomb,Johnny and Grandmaster,1
code_bomb,The Best Vacation,1
code_bomb,TediousLee,1
code_bomb,RationalLee,1
code_bomb,Standard Free2play,1
code_bomb,Balanced Removals (Harder),1
code_bomb,Balanced Removals (Easier),1
code_bomb,Odd-Even Subsequence,1
code_bomb,Number Game,1
code_bomb,Optimal Subsequences (Hard Version),1
code_bomb,p-binary,1
code_bomb,Send Boxes to Alice (Easy Version),1
code_bomb,Petya and Exam,1
code_bomb,Irreducible Anagrams,1
code_bomb,Same GCDs,1
code_bomb,Social Distance,1
code_bomb,K-periodic Garland,1
code_bomb,Dreamoon Likes Sequences,1
code_bomb,Same Parity Summands,1
code_bomb,Orac and Game of Life,1
code_bomb,Orac and Medians,1
code_bomb,Johnny and His Hobbies,1
code_bomb,Johnny and Ancient Computer,1
code_bomb,Restricted RPS,1
code_bomb,Good ol' Numbers Coloring,1
code_bomb,Multiset,1
code_bomb,New Theatre Square,1
code_bomb,Submarine in the Rybinsk Sea (hard edition),1
code_bomb,Permutation Partitions,1
code_bomb,Three Blocks Palindrome (hard version),1
code_bomb,Mixing Water,1
code_bomb,Sweet Problem,1
code_bomb,PIN Codes,1
code_bomb,Beautiful Regional Contest,1
code_bomb,Stack of Presents,1
code_bomb,Minimum Value Rectangle,1
code_bomb,Grid game,1
code_bomb,Everyone is a Winner!,1
code_bomb,Hilbert's Hotel,1
code_bomb,Orac and Factors,1
code_bomb,Binary Median,1
code_bomb,Game With Array,1
code_bomb,A/B Matrix,1
code_bomb,All the Vowels Please,1
code_bomb,Alarm Clock,1
code_bomb,Marina and Vasya,1
code_bomb,Nauuo and Cards,1
spider_void,Dungeon,1
spider_void,Districts Connection,1
spider_void,The Hard Work of Paparazzi,1
spider_void,Avoiding Zero,1
spider_void,Arrays Sum,1
spider_void,Pokémon Army (hard version),1
spider_void,Rock and Lever,1
spider_void,Big Vova,1
spider_void,Element Extermination,1
spider_void,Even Picture,1
spider_void,Codeforces Subsequences,1
spider_void,Social Distance,1
spider_void,X-OR,1
spider_void,Most socially-distanced subsequence,1
spider_void,Kefa and Park,1
spider_void,Let's Play the Words?,1
spider_void,"Happy Birthday, Polycarp!",1
spider_void,Beautiful Sequence,1
spider_void,Beautiful Regional Contest,1
spider_void,Beautiful Numbers,1
spider_void,League of Leesins,1
spider_void,Computer Game,1
spider_void,Ugly Pairs,1
spider_void,Inscribed Figures,1
spider_void,Balanced Team,1
spider_void,Zero Quantity Maximization,1
spider_void,Knapsack,1
spider_void,Painting the Fence,1
spider_void,Technogoblet of Fire,1
spider_void,Little Girl and Game,1
spider_void,Two Cakes,1
spider_void,Be Positive,1
spider_void,Draw!,1
spider_void,Coffee and Coursework (Hard Version),1
spider_void,Yet Another Ball Problem,1
spider_void,Tree Cutting (Easy Version),1
spider_void,Palindromic Matrix,1
spider_void,Flood Fill,1
spider_void,Trailing Loves (or L'oeufs?),1
spider_void,Shell Game,1
spider_void,Meaningless Operations,1
spider_void,Tape,1
spider_void,Average Superhero Gang Power ,1
spider_void,Creative Snap,1
spider_void,Game with string,1
spider_void,Ayoub and Lost Array,1
spider_void,Salem and Sticks ,1
spider_void,Division and Union,1
spider_void,Accordion,1
spider_void,New Year and the Sphere Transmission,1
spider_void,Cinema Line,1
spider_void,Cutting Out,1
spider_void,Good Array,1
spider_void,Disturbed People,1
spider_void,Boys and Girls,1
spider_void,Pashmak and Flowers,1
spider_void,Playing Cubes,1
spider_void,Magic Numbers,1
spider_void,Make It Equal,1
spider_void,Vasya and Isolated Vertices,1
spider_void,Diagonal Walking v.2,1
spider_void,Palindrome Dance,1
spider_void,Valid BFS?,1
spider_void,Packets,1
spider_void,Creating the Contest,1
spider_void,Minimum Ternary String,1
spider_void,Obtaining the String,1
spider_void,The Bits,1
spider_void,Weakened Common Divisor,1
spider_void,Pair of Toys,1
spider_void,Numbers on the Chessboard,1
spider_void,Xenia and Bit Operations,1
spider_void,Segment Occurrences,1
spider_void,Death Note,1
spider_void,Walking Between Houses,1
spider_void,Fox And Names,1
spider_void,Two Strings Swaps,1
spider_void,Three Parts of the Array,1
spider_void,Polycarp's Practice,1
spider_void,Romaji,1
spider_void,Polycarp and Div 3,1
spider_void,Codehorses T-shirts,1
spider_void,Tea Queue,1
spider_void,Sonya and Robots,1
spider_void,Binary String Constructing,1
spider_void,Polycarp's Pockets,1
spider_void,Reversing Encryption,1
spider_void,Knights of a Polygonal Table,1
spider_void,Teamwork,1
spider_void,Programming a robot,1
spider_void,Minimize the error,1
spider_void,Mahmoud and Ehab and the message,1
spider_void,Mahmoud and Ehab and the even-odd game,1
spider_void,Queue,1
spider_void,Matrix Walk,1
spider_void,Zebras,1
spider_void,String Transformation,1
spider_void,Weird Subtraction Process,1
spider_void,Square Spiral Search,1
spider_void,Word Correction,1
spider_void,Constructing Tests,1
spider_void,Palindromic Supersequence,1
spider_void,Water The Garden,1
spider_void,Browser,1
spider_void,A and B and Compilation Errors,1
spider_void,Three Garlands,1
spider_void,Jamie and Alarm Snooze,1
spider_void,Domino piling,1
spider_void,Next Round,1
spider_void,Way Too Long Words,1
spider_void,Number of Ways,1
spider_void,New Year's Eve,1
spider_void,Chtholly's request,1
spider_void,T-primes,1
spider_void,k-rounding,1
spider_void,Fraction,1
spider_void,Drazil and Factorial,1
spider_void,Keyboard Layouts,1
spider_void,New Year Transportation,1
spider_void,Theatre Square,1
spider_void,Even Odds,1
spider_void,Mister B and Book Reading,1
spider_void,Watermelon,1
spider_void,Elephant,1
biochem,Nice Matrix,1
biochem,Fence,1
biochem,k-Amazing Numbers,1
biochem,Two Arrays,1
biochem,Copy-paste,1
biochem,Digit Game,1
biochem,Travelling Salesman and Special Numbers,1
biochem,Perfect Squares,1
biochem,Fishes,1
biochem,Tricky Alchemy,1
biochem,Python Indentation,1
biochem,Generate Login,1
tnu_gyl,DZY Loves Modification,1
tnu_gyl,Multiplication Table,1
tnu_gyl,Xenia and Bit Operations,1
tnu_gyl,Unbearable Controversy of Being,1
tnu_gyl,Dubious Cyrpto,1
tnu_gyl,Choosing flowers,1
tnu_gyl,Grid-00100,1
tnu_gyl,Binary Subsequence Rotation,1
tnu_gyl,Simple Polygon Embedding,1
tnu_gyl,Multiset,1
tnu_gyl,Spy-string,1
tnu_gyl,The Best Vacation,1
tnu_gyl,Mixing Water,1
tnu_gyl,Ehab and Prefix MEXs,1
tnu_gyl,Hilbert's Hotel,1
tnu_gyl,Reading Books (easy version),1
tnu_gyl,Zero Remainder Array,1
tnu_gyl,Codeforces Subsequences,1
tnu_gyl,New Theatre Square,1
tnu_gyl,Maria Breaks the Self-isolation,1
tnu_gyl,Almost All Divisors,1
tnu_gyl,Puzzle Pieces,1
tnu_gyl,A/B Matrix,1
tnu_gyl,Sequence with Digits,1
tnu_gyl,Count Triangles,1
tnu_gyl,Young Explorers,1
tnu_gyl,Orac and Factors,1
tnu_gyl,Good Substrings,1
tnu_gyl,Phoenix and Distribution,1
tnu_gyl,Binary String Reconstruction,1
tnu_gyl,Special Permutation,1
tnu_gyl,A Story of One Country (Easy),1
tnu_gyl,Array Splitting,1
tnu_gyl,Train,1
tnu_gyl,Circle of Monsters,1
tnu_gyl,Powered Addition,1
tnu_gyl,Hexagonal Numbers,1
1vh1,Sequence Sorting,1
1vh1,Strings Equalization,1
1vh1,CME,1
1vh1,Buying a TV Set,1
1vh1,Vasya and Golden Ticket,1
1vh1,Места в самолёте,1
1vh1,Login Verification,1
1vh1,Chat,1
rupeswar,Portal,1
rupeswar,Diameter of Graph,1
rupeswar,The Strongest Build,1
rupeswar,Combinatorics Homework,1
rupeswar,Swaps,1
rupeswar,Inconvenient Pairs,1
rupeswar,Jury Meeting,1
rupeswar,Chess Tournament,1
rupeswar,Expression Evaluation Error,1
rupeswar,MEXor Mixup,1
rupeswar,Equilibrium,1
rupeswar,Two Hundred Twenty One (easy version),1
rupeswar,Scenes From a Memory,1
rupeswar,Up the Strip,1
rupeswar,Deep Down Below,1
rupeswar,Moamen and XOR,1
rupeswar,Moamen and k-subarrays,1
rupeswar,Ezzat and Two Subsequences,1
rupeswar,Fedor and coupons,1
rupeswar,Lesha and array splitting,1
rupeswar,Integers Have Friends,1
rupeswar,Web of Lies,1
rupeswar,Boring Segments,1
rupeswar,Diane,1
rupeswar,Mikasa,1
rupeswar,Coprocessor,1
rupeswar,Colorful Points,1
rupeswar,Python Indentation,1
rupeswar,Segments,1
rupeswar,Running for Gold,1
rupeswar,Interesting Story,1
rupeswar,Permutation Shift,1
rupeswar,Backspace,1
rupeswar,Reverse String,1
rupeswar,Valhalla Siege,1
rupeswar,Serval and Snake,1
rupeswar,Serval and Parenthesis Sequence,1
rupeswar,Serval and Rooted Tree,1
rupeswar,Serval and Bus,1
rupeswar,Secret Santa,1
rupeswar,Pursuit,1
rupeswar,AquaMoon and Chess,1
rupeswar,AquaMoon and Strange Sort,1
rupeswar,Co-growing Sequence,1
rupeswar,Pair Programming,1
rupeswar,Alphabetical Strings,1
rupeswar,Shortest Path with Obstacle,1
rupeswar,Need for Pink Slips,1
rupeswar,RPD and Rap Sheet (Easy Version),1
rupeswar,Two Pizzas,1
rupeswar,Polycarp and Snakes,1
rupeswar,Exam in BerSU (easy version),1
rupeswar,Extra Element,1
rupeswar,Exam in BerSU (hard version),1
rupeswar,Plus and Multiply,1
rupeswar,Nastya Is Buying Lunch,1
rupeswar,Nastya Is Playing Computer Games,1
rupeswar,Increasing Frequency,1
rupeswar,PriceFixed,1
rupeswar,Contest Start,1
rupeswar,Erase and Extend (Hard Version),1
rupeswar,Erase and Extend (Easy Version),1
rupeswar,Challenging Cliffs,1
rupeswar,Equalizing Two Strings,1
rupeswar,Beautiful Sequence,1
rupeswar,Lost Tree,1
rupeswar,Lost Array,1
rupeswar,Histogram Ugliness,1
rupeswar,Johnny and Grandmaster,1
rupeswar,Swaps Again,1
rupeswar,Maximum Subsequence Value,1
rupeswar,Interesting Function,1
rupeswar,Another Problem About Dividing Numbers,1
rupeswar,Compress Words,1
rupeswar,Password,1
rupeswar,GCD and MST,1
rupeswar,Marcin and Training Camp,1
rupeswar,Ania and Minimizing,1
rupeswar,Dawid and Bags of Candies,1
rupeswar,Diluc and Kaeya,1
rupeswar,Array Reodering,1
rupeswar,Psychos in a Line,1
rupeswar,Valera and Elections,1
rupeswar,"Anna, Svyatoslav and Maps",1
rupeswar,Guess the K-th Zero (Hard version),1
rupeswar,Guess the K-th Zero (Easy version),1
rupeswar,Not Adjacent Matrix,1
rupeswar,Compression and Expansion,1
rupeswar,Game of Life,1
rupeswar,Power Transmission (Easy Edition),1
rupeswar,Power Transmission (Hard Edition),1
rupeswar,Cat Party (Hard Edition),1
rupeswar,Eating Soup,1
rupeswar,Palindrome Game (hard version),1
rupeswar,Kill Anton,1
rupeswar,I Hate 1111,1
rupeswar,Trees of Tranquillity,1
rupeswar,Forgery,1
rupeswar,Nature Reserve,1
rupeswar,Kavi on Pairing Duty,1
rupeswar,Sifid and Strange Subsequences,1
rupeswar,Sequence Pair Weight,1
rupeswar,Palindrome Game (easy version),1
rupeswar,Armchairs,1
rupeswar,Robot Collisions,1
rupeswar,Permutation Sort,1
rupeswar,Nastia and a Beautiful Matrix,1
rupeswar,Nastia Plays with a Tree,1
rupeswar,Nastia and Nearly Good Numbers,1
rupeswar,Irrigation,1
rupeswar,Split a Number,1
rupeswar,Flag,1
rupeswar,Chunga-Changa,1
rupeswar,Phoenix and Puzzle,1
rupeswar,Berland Regional,1
rupeswar,Neko and Aki's Prank,1
rupeswar,Neko Performs Cat Furrier Transform,1
rupeswar,Neko does Maths,1
rupeswar,Fillomino 2,1
rupeswar,Morning Jogging,1
rupeswar,Nastya and Door,1
rupeswar,AGAGA XOOORRR,1
rupeswar,Baby Ehab Partitions Again,1
rupeswar,Treasure Hunt,1
rupeswar,"Pizza, Pizza, Pizza!!!",1
rupeswar,Binary Literature,1
rupeswar,Circus,1
rupeswar,Camp Schedule,1
rupeswar,Skyscrapers,1
rupeswar,Gourmet choice,1
rupeswar,Asya And Kittens,1
rupeswar,String Multiplication,1
rupeswar,Draw!,1
rupeswar,Sea Battle,1
rupeswar,GCD Length,1
rupeswar,Grid game,1
rupeswar,Game with modulo,1
rupeswar,Multihedgehog,1
rupeswar,Array Without Local Maximums ,1
rupeswar,Mahmoud and Ehab and another array construction task,1
rupeswar,Wrap Around,1
rupeswar,Non-Coprime Partition,1
rupeswar,Slime,1
rupeswar,Equality,1
rupeswar,The Number of Pairs,1
rupeswar,Minimum Grid Path,1
rupeswar,Common Number,1
rupeswar,Portals,1
rupeswar,Blocks,1
rupeswar,Maximum Increase,1
rupeswar,Network Configuration,1
rupeswar,Genius's Gambit,1
rupeswar,Maximum width,1
rupeswar,Three swimmers,1
rupeswar,Dogeforces,1
rupeswar,1D Sokoban,1
rupeswar,Parking Lot,1
rupeswar,Array Destruction,1
rupeswar,Old Floppy Drive ,1
rupeswar,Shifting Stacks,1
rupeswar,Guessing the Greatest (hard version),1
rupeswar,Equalize the Array,1
rupeswar,Accidental Victory,1
rupeswar,String Deletion,1
rupeswar,Numbers on Whiteboard,1
rupeswar,Barrels,1
rupeswar,Minimal Height Tree,1
rupeswar,Reverse Binary Strings,1
rupeswar,Continuous City,1
rupeswar,Nezzar and Symmetric Array,1
rupeswar,Painting the Array II,1
rupeswar,Painting the Array I,1
rupeswar,Fence Painting,1
rupeswar,New Colony,1
rupeswar,Journey,1
rupeswar,Longest Simple Cycle,1
rupeswar,Different Divisors,1
rupeswar,Table Decorations,1
rupeswar,Greg and Array,1
rupeswar,Party,1
rupeswar,Dreamoon and Stairs,1
rupeswar,Candy Bags,1
rupeswar,No More Inversions,1
rupeswar,Physics Practical,1
rupeswar,George and Job,1
rupeswar,Three Bags,1
rupeswar,Hills And Valleys,1
rupeswar,Polo the Penguin and Matrix,1
rupeswar,Maze,1
rupeswar,Strange Definition,1
rupeswar,Strange List,1
rupeswar,Even-Odd Game,1
rupeswar,13th Labour of Heracles,1
rupeswar,Canine poetry,1
rupeswar,Regular Bracket Sequence,1
rupeswar,Red and Blue,1
rupeswar,Four Points,1
rupeswar,Sequence and Swaps,1
rupeswar,Poman Numbers,1
rupeswar,Peaceful Rooks,1
rupeswar,Pairs,1
rupeswar,Find The Array,1
rupeswar,Color Stripe,1
rupeswar,Cheap Travel,1
rupeswar,Before an Exam,1
rupeswar,Random Events,1
rupeswar,Boredom,1
rupeswar,Routine Problem,1
rupeswar,Factory,1
rupeswar,Array,1
rupeswar,Palindrome Transformation,1
rupeswar,LCM Challenge,1
rupeswar,Checkpoints,1
rupeswar,Suffix Operations,1
rupeswar,Subtract or Divide,1
rupeswar,Number into Sequence,1
rupeswar,Robot Program,1
rupeswar,The Delivery Dilemma,1
rupeswar,Saving the City,1
rupeswar,Kids Seating,1
rupeswar,Shurikens,1
rupeswar,Bandit in a City,1
rupeswar,Binary Search,1
rupeswar,Ciel and Flowers,1
rupeswar,Median,1
rupeswar,Counting Kangaroos is Fun,1
rupeswar,Cut Ribbon,1
rupeswar,Flipping Game,1
rupeswar,T-primes,1
rupeswar,Fence,1
rupeswar,Yet Another Bookshelf,1
rupeswar,Boring Apartments,1
rupeswar,Putting Bricks in the Wall,1
rupeswar,Carrots for Rabbits,1
rupeswar,Mashmokh and ACM,1
rupeswar,Little Girl and Game,1
rupeswar,Points on Line,1
rupeswar,Building Permutation,1
rupeswar,Pashmak and Flowers,1
rupeswar,Big Segment,1
rupeswar,Xenia and Ringroad,1
rupeswar,Stones on the Table,1
rupeswar,Nearly Lucky Number,1
rupeswar,Sage's Birthday (hard version),1
rupeswar,Killjoy,1
rupeswar,Mortal Kombat Tower,1
rupeswar,Negative Prefixes,1
rupeswar,Colored Rectangles,1
rupeswar,Bad Triangle,1
rupeswar,Boboniu Likes to Color Balls,1
rupeswar,Rarity and New Dress,1
rupeswar,Applejack and Storages,1
rupeswar,"Rainbow Dash, Fluttershy and Chess Coloring",1
apurva9,Xenia and Colorful Gems,1
apurva9,Linova and Kingdom,1
apurva9,Game with Chips,1
apurva9,Sum of Odd Integers,1
apurva9,Mashmokh and ACM,1
apurva9,Prefixes and Suffixes,1
apurva9,Air Conditioner,1
apurva9,National Project,1
apurva9,Harmonious Graph,1
apurva9,Single Push,1
apurva9,Salary Changing,1
apurva9,DZY Loves Fibonacci Numbers,1
apurva9,Alice and the Doll,1
apurva9,Labs,1
apurva9,Balanced Removals (Easier),1
apurva9,Standard Free2play,1
apurva9,Kill `Em All,1
apurva9,Paint the Tree,1
apurva9,Complete Tripartite,1
apurva9,Filling the Grid,1
apurva9,XOR Guessing,1
apurva9,Gas Pipeline,1
apurva9,"Anna, Svyatoslav and Maps",1
apurva9,Shortest Cycle,1
apurva9,Welfare State,1
apurva9,MP3,1
apurva9,Connected Component on a Chessboard,1
apurva9,Robot Breakout,1
apurva9,Keanu Reeves,1
apurva9,Exam in BerSU (hard version),1
apurva9,Extra Element,1
apurva9,Exam in BerSU (easy version),1
apurva9,Flag,1
apurva9,Split a Number,1
apurva9,Recover it!,1
apurva9,Cover it!,1
apurva9,Merge it!,1
apurva9,Electrification,1
apurva9,Catch Overflow!,1
apurva9,From Hero to Zero,1
apurva9,Ehab Fails to Be Thanos,1
apurva9,Maximum Absurdity,1
apurva9,Good Triple,1
apurva9,Increasing by Modulo,1
apurva9,Pairs,1
apurva9,Circle Metro,1
apurva9,Minimum Array,1
apurva9,N Problems During K Days,1
apurva9,Neko does Maths,1
apurva9,Neko and Aki's Prank,1
apurva9,Neko Performs Cat Furrier Transform,1
apurva9,Complete The Graph,1
apurva9,Barcode,1
apurva9,Beautiful Array,1
apurva9,Playlist,1
apurva9,Dasha and Password,1
apurva9,Anton and Making Potions,1
apurva9,Problem for Nazar,1
apurva9,Minimum Possible LCM,1
apurva9,Alyona and the Tree,1
apurva9,Slime,1
apurva9,Serval and Parenthesis Sequence,1
apurva9,Serval and Bus,1
apurva9,Pigeon d'Or,1
apurva9,Median String,1
apurva9,Equalize Them All,1
apurva9,Two Shuffled Sequences,1
apurva9,Boredom,1
apurva9,New Year and the Sphere Transmission,1
apurva9,Bus Video System,1
apurva9,Fifa and Fafa,1
